Date,User,Tweet
2019-08-09 14:19:08+00:00,incorbynsname,"Another #recession under the Tories, who'd have thought it🙄

Guess that's what happens when you focus all your energies on improving the lot of only the few
#GeneralElectionNow"
2019-08-09 13:59:01+00:00,RealNatalieRowe,"#Recession is the best news that Boris Johnson and Co could ever dream of, it’s how those fuckers make their wedge. #CrispinOdey"
2019-08-09 13:57:47+00:00,TotnesCLP,"I bet the Tories are terrified of causing another #recession.

Not because of the ordinary people who will lose out, they don't give a damn. 

But the fact they'll need to get new material to attack Labour with at PMQs each week - using the 2008 global crisis won't wash any more."
2019-08-02 17:41:46+00:00,AbhijitKaran25,"Are we heading towards #recession?

-Honda car sale dip 49% by July 
-Suzuki sale dip 36% by July 
-Mahindra sale dip 16% by July 
-Auto makers cut production by 11% 
-Airtel Q1 net loss 2866 cr
-Tata motors Q1 loss 3680cr
-200 Showrooms shut down within year
#economy #Modinomics"
2019-08-01 18:03:19+00:00,CorporatePiggie,"#DowJones currently down 118 points so far today, after yesterday's drop. Can you say #recession. Better yet - the #trumpRecession?"
2019-07-24 14:52:42+00:00,mtmalinen,"Would someone please explain to me through what mechanism more monetary stimulus by the #ECB would revigorate the #economy with:

1) interest rates already below zero, 
2) balance sheet over 40% of EZ GDP, and
3)China stimulus fading?

#Eurozone #recession"
2019-07-23 03:38:48+00:00,dmmccs,#deficitDon is spending us into a #recession
2019-07-19 07:18:19+00:00,jsblokland,Which asset class do you prefer if a #recession hits?
2019-06-26 05:43:52+00:00,saxena_puru,"NEVER before in history has the Fed been able to engineer a soft landing/avoid #recession after 4 consecutive weeks of 10yr/3month UST yield inversion. 

The 10yr/3month UST yield has now been inverted for over 4 consecutive weeks. 

""This time is different"" - we'll find out."
2019-06-09 22:42:04+00:00,LesStonehouse,Is money 💵 so freaking tight you actually make up a fake excuse so you don't have to socialise and save  over 100 dollars these days?  Just wondering #recession Money's Too Tight to mention  🎶 🎵🎼🎧🎤🎹🎸🎵🎶 🤗
2019-05-24 21:34:30+00:00,LesStonehouse,"Scott Morrison you better start praying the housing market doesn't crash anymore.. If it goes down another 10 percent.. Pop!..your government will lose massive revenue .. And it's not labors fault 

#auspol 🤔 #recession"
2019-04-14 20:30:15+00:00,mtmalinen,"Social Democrats seem to have won Finnish elections. They are, basically, promising everything to everybody. They, like vast majority of politicians of #Finland are clueless what's about to hit: #recession .

This does not look good.
#vaalit2019"
2019-03-27 01:10:59+00:00,damian_from,"It is arguable that the Tories will only survive #Brexit intact as a political force by leaving the EU with no deal.

That will probably trigger a #recession, potentially a deep and long one.

#Tories like recessions, they are an opportunity for rich people to buy assets cheap."
2019-03-10 22:08:00+00:00,LesStonehouse,Don't forget to give Labor a whopping amount of seats folks Governments in minority rule isn't going to help to fix the mess liberals have put our country in.. Don't vote for Independents ffs #recession #libsfail #election2019 #auspol
2019-03-07 02:03:12+00:00,TerryDavoren,"So, after 27 yrs of uninterrupted growth, what does #ausecon have to show for it?
- 33 billionaires (inherited, mining, #ausproperty)
- world’s highest private debt levels
- world’s most unaffordable houses
- falling wage growth
- GDP #recession
No #trickledown, just #taxhavens."
2019-03-06 21:53:47+00:00,AustraliaVote,"✔If you give the rich a major tax break, it ends up in trusts and in the Cayman Islands. 

✔If you deliver working people a major wage increase, they spend it at home in #Australia, #recession solved.

#auspol #LNPfail #ChangeTheGovt #Election2019"
2019-03-06 09:07:58+00:00,LeipzigSyd,"Hearing today's disastrous news about the Australian economy, which party is the better economical  manager?

#auspol  #economy #recession #LNP"
2019-03-06 04:24:59+00:00,historyhomo,Surely the #recession can't be a surprise for anyone? Even the Government. The signs have been there for years now. The Coalition's economic cruelty has thoroughly stunted the economy in all sectors. #auspol
2019-03-06 04:22:50+00:00,PSyvret,I see #recession is trending in Australia.  Maybe pissing $1.4 billion into the wind on Christmas Island FauxMo's idea of stimulus?
2019-03-06 04:17:42+00:00,factanonverba69,So who is the genius who wanted to wait until May for the election? 😂I bet someone had said Feb. now #recession #auspol
2019-03-06 04:05:56+00:00,HelpRefugeesOZ,Did Morrison head to Christmas Island knowing a #recession was being announced today? Not sure his boats crap will cut it.
2019-03-06 02:43:48+00:00,Nettythe1st,"Chris Bowen: ""A steady hand is not 3 Treasurers and 3 Prime Ministers in 5 years.""

#GDP #Recession #auspol"
2019-02-21 13:50:51+00:00,PeterSchiff,"An unexpected .7% decline in Dec. core capital goods orders, following a downwardly revised 1% decline in Nov., together with a Feb. Philly Fed that unexpectedly fall to -4 from 17 in Jan, well below the 14 the had been expected, provide more evidence that a #recession is near."
2019-02-11 11:19:34+00:00,julianHjessop,Some comments on the UK #GDP data... Q4's growth of 0.2% q/q was slightly disappointing (expectations were 0.3%) and the 0.4% m/m fall in December is likely to prompt more headlines about a #Brexit '#recession'. But the figures need to be interpreted with more care... (1/7)
2019-01-22 11:03:33+00:00,damian_from,"Lots of false claims are being made about @UKLabour’s #Brexit position.

Labour respects the result and does not support a 2nd ref.

The party has put forward an amendment to try to force the #Tories to take no deal off the table because no deal could trigger a deep #recession."
2019-01-17 10:20:47+00:00,damian_from,"Mr #Corbyn has demanded no deal be taken off the table before beginning discussions with the #Tories. This is to prevent no deal triggering a long and deep UK #recession.

The Tories have attacked him for this whilst agreeing that exact term with corporations.

#TooManyToryLies"
2019-01-03 20:06:03+00:00,TimmerFidelity,"My view on recent volatility: My sense is that the #market has been overreacting to a tightening #Fed, a flattening #yieldcurve, slowing #growth—and pricing in a #recession that isn’t going to happen. And forced selling by momentum traders has had an outsized impact."
2018-12-12 19:30:12+00:00,ScottMinerd,"After some shocks of early economic winter, the markets will soon enjoy an Indian Summer respite before the onset of looming #recession in 2020."
2018-12-06 22:50:01+00:00,ScottMinerd,An inverted #yieldcurve is a necessary indication of a coming recession but is not sufficient in and of itself.  Now we look for a three month slide in leading economic indicators to confirm when #recession is near.
2018-12-06 22:29:00+00:00,ScottMinerd,Every expansion in the last 50 years has ended with an inverted #yieldcurve but #recession can still be 12 to 24 months away.
2018-12-04 13:15:30+00:00,astertrix,"#recession The frog boiler is now lauded for ""leading"" the economy out of a technical recession. Bwahahaha 😂 😂 😂 All hail, all hail! He dumped us straight into #LoadShedding The master of deflection and deception.@CyrilRamaphosa"
2018-12-04 11:29:39+00:00,thadishe,"Good people this is shocking!!

Unemployment has reached an all time high!!

Inflation has sky rocketed!!

Poverty and inequality are at their worst!!

It’s clear this 2.2 % GDP growth is benefitting a few!!

We being sold a false hope!!
#recession"
2018-12-04 10:48:43+00:00,THEMENZI,"there is no positive indicator here,  just lies to create a false positive hope. people are dying of poverty and unemployment. these stats dont change anything. the rich are happy and the poor are still in recession.  #recession"
2018-12-04 10:38:22+00:00,Sinelizwi_,"Ok thank you, can we now get employed #recession"
2018-12-04 09:33:23+00:00,maryjaneexplore,JUST IN: South Africa has come out of a technical #recession with the economy growing by 2.2% in the third quarter of 2018.
2018-11-27 18:17:28+00:00,LizAnnSonders,"12 prior &gt;= 30% plunges in #oil prices since early 1980s:
- 8 out of 12 saw S&amp;P drop at least -15% (‘15-‘16) to as much as -54% (‘07-‘09)
- only 3 out of 12 saw economic #recession  
@NDR_Research"
2018-10-19 12:12:13+00:00,LizAnnSonders,"Notable softness in a few leading indicators: OECD leading indicator, ECRI weekly leading index, CEO confidence, ISM new orders, homebuilding, auto manufacturing (@NDR_Research Global #Recession Probability Model now at 80%)"
2018-09-17 13:43:07+00:00,NchabelengAdil,The terms of State Capture includes all those that did business with state and had leveraged influence. Why are we not seeing submissions about Oppenheimer's Coal Eskom deal and Ruperts etc and Banks who till now have a monopoly on State accounts. #Recession #StateCaptureInquiry
2018-09-17 10:06:42+00:00,NchabelengAdil,All of SA best brains are all glued on the State Capturer Inquiry while the econony is in a #Recession and non seem worried of the worsening economic and social conditions of our people and SA economy. The only issue they worried about is #StateCaptureInquiry
2018-09-13 10:34:02+00:00,NchabelengAdil,While developed countries are increasing the role of SOE's we in SA and the rest of Africa are pushing for Privatisation and sale of State owned assets. #Recession
2018-09-07 15:20:59+00:00,ScottMinerd,Labor market is overheating while #Fed steers a more restrictive course.  Formula for #recession. Invest accordingly.
2018-09-06 11:00:42+00:00,NchabelengAdil,It is now 2 days since RSA officially entered a #Recession phase we have not heard a special address to the nation by President Cyril Ramaphosa seems we don't have a president #Ramaphosamustfall ANC must call an early Special NGC to elect a new leader. @MYANC call #SpecialNGC Now
2018-09-06 09:11:26+00:00,Peterman43,"South Africans tried to overcome the Zuma hangover by getting drunk on Ramaphoria. This initially eased the symptoms, but ultimately postponed recovery. Time to sober up. #Recession"
2018-09-05 17:46:08+00:00,RevMeshoe,It is very sad that our country has dipped into a technical #recession when we hoped for an improved 2nd quarter. Govt should now ensure that there is policy certainty and that business confidence in our economy is improved to mitigate against another possible negative growth
2018-09-05 14:28:17+00:00,MulderCorn,#Recession R20.06 for £1.
2018-09-05 08:28:28+00:00,SimonPGrindrod,Scandals like #Steinhoff also contributed to drop in economic confidence and our #Recession. As the boss #MarkusJooste needs to be held accountable - without favour. State fraud and Private Sector fraud  are the equally criminal. No matter who the crook is.
2018-09-05 05:35:00+00:00,Ask_Nolla,"I'm sad that a certain gov institute turned down my R60k biz loan to diversity my manufacturing company,instead of assisting me to meet the requirement they shut the door on me,u single handendly killing black biz,I'm not asking for a mil it's only 60k #Recession @the_dti @eNCA"
2018-09-05 05:14:50+00:00,BigDaddyLiberty,"The sad truth is #Ramaphosa has not lost too much support from people.

However, he has definately lost their confidence.

He embodies the #ANC today; namely, stuck in a rut of mediocrity. This #recession means nothing to them, because their flashy lifestyle is unaffected."
2018-09-05 04:18:13+00:00,ali_naka,"Fact is South African companies are accumulating reserves and not investing in the economy while acquisition-led growth has increased concentration and led to anticompetitive behaviour. (University of Johannesburg’s Centre for Competition, Regulation &amp; Economic Dmnt) #Recession"
2018-09-04 18:08:17+00:00,ntsikimazwai,With #StateCapture and #Recession your masters have used fear tactics to steer you away from the land issue akere?
2018-09-04 17:50:59+00:00,SimonPGrindrod,"If Mmusi and DA can't land some killer punches out of this mess then they shouldn't be in business. Let's hope they get their act together and do so. 

#Recession #Opposition #SABC #Rand #unemployment"
2018-09-04 17:16:13+00:00,BigDaddyLiberty,"There is no salvation in trusting politicians (See: #recession).

Politics has a place, but believing politicians are the answer is foolish.

It’s time we put more power &amp; resources into hands of ordinary families.

Give them #liberty to;

- BUILD THE NATION!
- BUILD THE ECONOMY!"
2018-09-04 17:13:09+00:00,SiveXaluva,"GDP Indicates Wealth and Income.

(THREAD)📈📉📑

#Recession"
2018-09-04 17:06:46+00:00,R_xoli,"Rmaphosa the great fixer is really fixing
He fixed VAT,PETROL,ESKOM,UNEMPLOYMENT RATE,ECONOMY,MINING CHARTER now he's busy trying to fix the LAND ISSUE lol
keep it up cupcake #recession"
2018-09-04 16:59:26+00:00,NchabelengAdil,Happy birthday to #Recession in South Africa. 🎂As we mark 1st day of this democratic child called #Recession we look forward to more suffering and hardship followed by a #Junkstatus and #Creditdowngrade so prepare for tough times ahead. We warned you before. #StateCaptureInquiry
2018-09-04 16:34:55+00:00,SizweMpofuWalsh,"South Africans tried to overcome the Zuma hangover by getting drunk on Ramaphoria. This initially eased the symptoms, but ultimately postponed recovery. Time to sober up. #Recession"
2018-09-04 16:25:37+00:00,NchabelengAdil,#Recession is here welcome to the long awaited Credit Downgrade and Junk Status. Mara didn't we get told that things are gonna get better after Nasrec markets will be invest in growth. What happened and what changed?
2018-09-04 16:00:14+00:00,NchabelengAdil,"Recession has nothing to do with #Recession
Recession simply means = there is a contraction in the economy. The GDP has fallen and debt levels are arising and credit downgrade. This will impact unemployment. There will be more people unemployed and the economy will slow down."
2018-09-04 14:46:39+00:00,ZaneleLwana,"Can you leave Comrade President Zuma in peace and deal with your #Recession of New dawn
Go have tea with Silili man!!"
2018-09-04 14:19:44+00:00,TomEatonSA,"Today SA Twitter taught me that the cause of our #recession is Cyril Ramaphosa, Jacob Zuma, climate change, white people, the ANC, Cape Town, farmers, criminals, Donald Trump, Jewish agents, not enough Jesus, capitalism and socialism. #Schooled"
2018-09-04 13:45:24+00:00,BigDaddyLiberty,"Lefties ignore the #recession and pretend everything is fine.

Meanwhile many South Africans who fear decline, are looking to leave.

These are the productive black &amp; white folk who Lefty politicians want to subject to #LandExpropriation &amp; leech through taxes to pay for #welfare."
2018-09-04 13:15:01+00:00,ewnreporter,"#Recession Message from treasury is “Don’t panic, SA is working on a plan “"
2018-09-04 13:11:49+00:00,Tswana_Guy3,"On top of petrol hikes, VAT increases, the Dollar vs Rand being R15.23 and South Africa taking a billion dollar loan from China, we still in a #recession."
2018-09-04 13:08:59+00:00,MajavuThabiso,"In 2009 before Jacob Zuma was the president we were experiencing recession (global).

Under Jacob Zuma we NEVER experienced recession.

President Jacob Zuma resigned as president, again we experience recession for the first time since 2009.  #RecessionSA #Recession"
2018-09-04 12:35:14+00:00,KSeagiso,"Under Ramaphosa:

1) #Unemployment rate went up
2) #PetrolPrice is to high 
3) #VAT went up.
4) #Recession
5) white arrogance went up."
2018-09-04 12:28:50+00:00,AdvNgcukaitobi,Can anyone balance me here. We are now being told South Africa is in a #recession for the first time since 2009. Kanti wasn't South Africa in a recession last year also or the year before? Guys they are fucken dribbling us. We are being taken for a poes of a dog. They lied to us.
2018-09-04 12:25:34+00:00,TomEatonSA,Being told that we are in #recession is like having flu for three weeks and then finally going to the doctor who tells you that you're sick.
2018-09-04 12:20:26+00:00,RenaldoGouws,"Waiting patiently for ""woke twitter"" to blame this on 1652. #recession"
2018-09-04 12:17:23+00:00,AdvNgcukaitobi,Can I blame Cyril Ramaphosa for South Africa's being in a #Recession ? Absolutely NOT. 9 bloody years of economy distruction and you expect it to be improved in 6 good damn months? You are fucking kidding me. Ramaphosa is definately not superman. I am not his ultimate fan.
2018-09-04 11:55:46+00:00,SiveXaluva,"President Jacob Zuma left us with a growing economy but when the Tumor Mina guy took over, its now collapsing and declining because y'all listened to the media that President Jacob Zuma is bad and cyril Ramaphosa is good for SA.

That was monopoly project succeeding.

#Recession"
2018-09-04 11:42:04+00:00,roosmorne,Good luck #cyrilramaphosa  and #JuliusMalema with amending #section25  now that #myanc  has forced #SouthAfrica into a #recession . The world is not blind and it is so clear that you will destroy this country if you continue with #LandExpropriationWithoutCompensation .
2018-09-04 11:32:55+00:00,aCameraShyGuy2,"Not surprised by SA current #recession a country filled with skilled graduates but no jobs a corrupt government,systematic racism,little to no business opportunities,crime on the rise,lack of service delivery SMH we seriously need help 😭😭😭"
2018-09-04 11:32:45+00:00,Wendy_Mothata,"Analysts have advised South Africans to cut down on spending in order to survive the economic recession. #recession 
#sabcnews"
2018-09-04 11:25:36+00:00,PitsomanSA,"It's only the beginning, once this Land expropriation succeed the rand will be even weaker. We heading straight to Zimbabwe economic status #recession"
2018-09-04 11:13:53+00:00,inspiredbybiko,"Cyril Ramaphosa is killing South Africa.
  - VAT increase
  - Petrol price increases
   - &amp; now a #Recession 

I miss President Jacob Zuma to be honest."
2018-09-04 11:11:41+00:00,NalediJ,"Analysts says consumers need to cut down on spending in order to survive this environment. This after GDP fell by 0,7% in Q2, following a 2,2% decline in Q1 of 2018. A technical recession is characterized by two consecutive quarters of negative growth. #Recession #sabcnews"
2018-09-04 11:07:30+00:00,Sli_Simelane,"Blame Zuma all u want but we can not run away from the fact that Ramaphosa isn't new to presidency, he was deputy and fully aware of everything that needed to be worked on to help boost the country's economy he chose to ignore it and lead us into this #recession"
2018-09-04 11:00:11+00:00,NalediJ,"Analysts say a recession in the 2nd quarter of the year implied poor prospects for employment.  Chief economist at Econometrix, Dr Azar Jammine says those who have jobs need to hold on to them bcoz things are not going to get better any time soon. #Recession #sabcnews"
2018-09-04 10:55:26+00:00,Our_DA,"South Africans, we are in a #recession for the second time in 2 years.

GDP growth for Q1 2018 ⬇ 2.6%
GDP growth for Q2 2018 ⬇ 0.7%

""This is an explicit vote of no confidence in the ANC govt &amp; its ability to create jobs &amp; prosperity for all South Africans."" - @MmusiMaimane"
2018-09-04 10:53:13+00:00,BigDaddyLiberty,"Life is getting more miserable for South African families.

This #recession accelerates job-losses, the erosion of our Rand (savings), and difficulty to make ends meet.

The #ANC (and the #EFF that praise it) are here to manage our decline...they’re not here to build our economy!"
2018-09-04 10:52:05+00:00,SuperiorZulu,"MWC : Nywee Nywee..... Ramaphosa is SA’s savior.

White Media : Nywee Nywee..... Ramaphosa on track to restore SA.

702 Blacks : Ramaphosa is doing far better than Zuma.

Yet Q1 GDP fell by -2.2%, unemployment at 27% and now Q2 fell and SA is in a Recession.😂😂😂

 #recession"
2018-09-04 10:43:58+00:00,IFPinParliament,"""SA's economic #recession a result of ANC policy failure. What is fundamentally clear is that since the ANC came out at NASREC &amp; the subsequent elevation of Ramaphosa to high office we have not seen change, nothing but statements of intent and placatory remarks"" @MkhulekoHlengwa"
2018-09-04 10:34:42+00:00,Aubreychiibi,we didn't even vote for Ramaphosa #recession
2018-09-04 10:31:20+00:00,SimonPGrindrod,Ramaphosa sold us all a lemon. And then increased VAT on lemonade. #Recession #Rand #Ramaphosa
2018-09-04 10:16:08+00:00,AdvoBarryRoux,"South Africa has officially plunged into recession. Data released by Statistics South Africa indicates that GDP fell by 0-point-7% in the 2nd quarter of 2018 following a 2.2% decline in the first quarter.  
#Recession"
2018-09-04 10:07:34+00:00,JacquesMaree73,"So we’re in a #recession . When will Cyril &amp; the ANC realise that:
- the economy doesn’t care for ideology.
- the economy doesn’t care for talk shops.
- the economy doesn’t care for overseas pitches.
- the economy is predictable &amp; objective: if you threaten it, it stops growing."
2018-09-04 10:06:03+00:00,SamMrembula,"It’s still going to get rough, this is only the beginning! #recession"
2018-09-04 09:49:19+00:00,busrep,BREAKING NEWS: South Africa is now in a technical recession. More details to follow. #recession #Technicalrecession
2018-09-04 09:47:53+00:00,ewnreporter,"JUST IN: SA is officially in a technical #recession after a 0,7% decline in economic activity in the second quarter of 2018. #GDP"
2018-09-04 09:41:55+00:00,RanjeniM,We Thuma Mina’d ourselves into a #recession.
2018-08-13 08:11:45+00:00,cnbcKaren,"The #TurkeyCrisis touches on so many issues from #bankingcrisis, #recession, #Europeanbank exposures, #emergingmarket sentiment, #nato security, European #migration policy."
2018-07-25 22:43:00+00:00,JasonHalle,"So Easy to Live Well on Credit. Take Second Mortgage, Max Out Credit Cards

Worked Well for Americans during last Rep Admin that Lost Homes?

July 2017 Nat Debt $19.845 Trillion

June 2018 Nat Debt $21.195 Trillion 

Annual Increase $1.350 Trillion

Prepared for NEXT #Recession?"
2018-07-05 17:09:53+00:00,ScottMinerd,Yield curve flattening is sending a strong signal of looming #recession.
2018-06-14 13:10:11+00:00,ScottMinerd,A global retreat in liquidity with #Fed and #ECB tightening leading to global #recession by 2020.
2018-05-02 20:37:02+00:00,ScottMinerd,"I’ve said this before: with a #recession about two years away, stocks have room to run so stay in the market, but this is a rally to sell not to buy."
2018-04-30 14:05:27+00:00,ScottMinerd,"Stocks will have a solid 2018, flatten in 2019 and pull back in the year of the #recession we expect to begin in early 2020. #MIGlobal"
2018-04-28 09:35:00+00:00,vincecable,Worst #EconomicNews for five years leads @fathommacro to predict 50:50 chance of #RECESSION this year. #Brexitimpact clearly major factor. Why are we surprised? #FBPE
2018-04-23 09:24:17+00:00,dmightyangel,"Hi #FuturePresident
If you were the one who won election in 2015, &amp; came to meet Crude oil at an avg of $28/barrel it was, then reduction of daily production frm 2.2M down to 700K, how would you meet our NEEDS &amp; ensure Nigeria never experience #Recession despite reserve DEPLETION"
2018-04-06 18:56:51+00:00,JohnnyCarcinogn,". @realDonaldTrump
Markets down 2-3%
Monthly hiring ⬇️expectations
Wage growth ⬇️expectations
Layoffs ⬆️than expected
Dow longest streak since 2013 without new high
Leading Economic Indicators point to #Recession w/i 18 months for 1st time since 2009
YOU #SCREWEDTHEPOOCH"
2018-03-21 13:55:31+00:00,ScottMinerd,"Unlike the last #recession, which emanated from households, ground zero for the next recession will be the over-levered corporate sector, which has had every incentive to borrow in this low-rate recovery."
2018-03-21 13:53:46+00:00,ScottMinerd,"The #Fed will overshoot in this hiking cycle—just like it has in the past—with the terminal rate around 3.25% to 3.5%. Expect the curve to flatten in first half of 2019, with a #recession to follow 6-12 months after."
2018-03-03 00:33:14+00:00,richardhine,"With Trump's steel and aluminum tariffs, US consumers could see price hikes up to 15% on some products, reports CNN #TradeWar #Inflation #Recession #FailureFriday"
2018-01-23 19:33:13+00:00,ScottMinerd,"I believe Davos is valuable as a contra-indicator. Two years ago, the consensus at Davos was the global economy was at the brink of #recession, and oil and asset prices were in decline. It turned out to be a phenomenal time to buy risk assets. #wef18"
2017-12-20 22:49:03+00:00,StovallCFRA,"Every #recession since 1960 was preceded by a y/y double-digit decline in housing starts. The average was -25%, with the smallest decline (-10%) occurring ahead of the shallowest economic contraction and the largest decline (-37%) happening just before the deepest recession."
2017-09-06 12:56:50+00:00,BJCares,"#Recession: Analyst won't tell you, Oil took us in, Oil brought us out. #Nigeria"
2017-09-06 09:49:45+00:00,douglasknny,"All my concern is #Nigeria out of #recession. Whoever Mama Taraba campaign for is her headache not mine.
🙅🙅🙅"
2017-09-05 14:20:06+00:00,MYANC,ANC welcomes the release of the GDP figures for the 2nd quarter which shows a 2.5% growth; pulling the country out of technical #recession
2017-09-05 12:51:12+00:00,UlrichJvV,We're out of #recession 🙏❤️🇿🇦
2017-09-05 11:03:19+00:00,Newsbreak_Lotus,"and...good news for South Africa, as the country exits technical recession.. #sabcnews #recession #StatsSA"
2017-09-05 09:44:33+00:00,ThamiMilis,"South Africa Economy technically out of #Recession  Agricultural up by 33, Second quarter GDP up by 2.5."
2017-09-05 09:40:21+00:00,AdvoBarryRoux,South Africa's Economy officially out of #Recession in Second Quarter.
2017-06-13 07:41:20+00:00,TeffuJoy,"Hw many times have the  #ANC forgiven #Zuma for stealin millions frm the poor. today we at #recession 

did #Zille tweet bankrupt us?"
2017-06-11 06:26:07+00:00,FrazenburgLloyd,"Mathews Phosa:“After apartheid, I regard the Zuma-Guptastan as the worst crime against the people of South Africa."" #Zuma #recession"
2017-06-07 07:10:33+00:00,TimModise,I suspect the whole process of BEE was undermined once some in govt became agents of the #Guptas in their 'business ' dealings. #recession
2017-06-06 16:06:19+00:00,Pasco_e,"Simply put, Jacob Zuma's insatiable quest to feather his nest with our taxes has led SA into a #recession"
2017-06-06 15:57:07+00:00,UlrichJvV,A #recession and a #capestorm all hitting us at once. It's just a regular Tuesday in South Africa. 💅💁
2017-06-06 15:31:12+00:00,EFFSouthAfrica,The EFF notes the 2017 first quarter gross domestic product figures released by Stats SA today. #Recession
2017-06-06 15:26:37+00:00,MapsMaponyane,"Damn, first Steph Curry dribbles through King James for an insane lay up last night, putting Lebron's hair back into a #recession. Now, SA😭"
2017-06-06 15:24:08+00:00,TshepoTMotsepe,How r Looters of State coffers going 2 reconcile their thieving with the dire state of the economy&amp;the need 2 deliver#junkstatus #recession
2017-06-06 14:01:12+00:00,NdzaviDerrick,"South Africans have been going through #Recession for sometimes now just that it had an African name ""Kuya bheda"" which companies do not use"
2017-06-06 13:43:28+00:00,Uncle_JayB,Its been #recession for the black society since 1652
2017-06-06 13:34:15+00:00,SABCNews,#GDP figures released today show that South Africa is technically in a #recession. How will you cope financially?
2017-06-06 12:51:12+00:00,SizweMpofuWalsh,"We were promised 6% growth, we got #recession. We were promised 6m jobs, we got even higher unemployment than before. No more promises!"
2017-06-06 12:50:07+00:00,ItumelengM__,"#ThingsThatLedUsIntoARecession 

We're led by a primary school dropout.

#recession"
2017-06-06 12:18:01+00:00,AdvoBarryRoux,"In future, the first thing voters have to ensure is that we never get another Jacob Zuma. #recession"
2017-06-06 11:40:22+00:00,Tyrone_Mkansi,South Africa's #recession is proudly brought to us by the #ANC  which will now rely on #NomvulaMokonyane to pick up the #Rand.
2017-06-06 10:26:33+00:00,LifeisSavage,"#Recession #ProudlyBroughtToYouByTheANC 

Can i get a RT."
2017-06-06 10:22:07+00:00,TomEatonSA,"Look, we might be in a #recession but at least we're still generating jobs in banking, property, and paper-shredding in Dubai."
2017-06-06 10:18:34+00:00,justicemalala,"While the economy tanked they said they will defend some guy with their buttocks and will ""pick up the rand"". Now we in #Recession 😥😥😩."
2017-06-06 10:17:11+00:00,MkhulekoHlengwa,"South Africa's #recession is proudly brought to us by the #Anc, which will now rely on #NomvulaMokonyane to pick up the #Rand."
2017-06-06 10:12:50+00:00,POWER987News,#Recession Mondi: The state itself is running at a huge budget deficit and will struggle to bring back control to the economy.
2017-06-06 10:07:26+00:00,POWER987News,#Recession Economist Lumkile Mondi says SA will continue to see jobs being lost in the trade sector economy.
2017-06-06 10:06:30+00:00,NNzimS,"#recession folks. Okay Nomvula Mokonyane, pick up the rand. Mama action save us. Pick up the economy it's fallen. Do what u said."
2017-06-06 10:03:57+00:00,MweliNtobeko,We're officially in a #recession this is the radical economic transformation #Zuma was talking about
2017-06-06 10:01:00+00:00,Nokuzola_SA,"South Africa needs serious divine intervention and PRAYER. 

Pray for South Africa. 🇿🇦✊🏽💙  #Recession"
2017-06-06 09:47:59+00:00,Bongi43,"Double #junkstatus and now a technical #recession, along with #femicide, #GuptaEmails, and Wednesday's winter storm, we need an intervention"
2017-05-03 23:35:49+00:00,BettyWLiu,.@JamesGRickards says we'll be in a US #recession by late summer. 😱@BloombergTV
2017-03-09 22:09:16+00:00,ProfLAppleby,"2008 #recession led to 1000s more suicides in Eng: insecurity, low wages &amp; housing instability may keep rate high even if economy recovers."
2017-02-07 17:38:09+00:00,anif003,"#recession in Nigeria? Doesn't matter innovation precedes recession, ideas are born now! #Entrepreneur @walejiboye @gen_nigeria @EDC4SME"
2017-02-03 00:38:53+00:00,mehdifoundation,"When you present #loyalty to the #Lord, it is like #God is sold. This #currency of loyalty never goes through #recession. #YounusAlGohar"
2017-01-20 06:43:09+00:00,AishaYesufu,"Dear President Buhari @MBuhari 
Practice what you preach. 
Stop spending Forex on holidays abroad
#ChangeBeginsWith Buhari 
#Recession"
2016-11-04 08:42:51+00:00,ayo_fadumiye,"If you are in #RECESSION, You have to spend your way out of it either by SAVINGS or LOANS~Abimbola Olashore #ELC2016 @DaystarNG"
2016-10-11 16:00:38+00:00,bukolasaraki,The @NGRSenate has 11 Bills that are classified #high #priority to push us out of the #Recession. #NES22
2016-10-09 13:30:42+00:00,ibcityannouncer,"If God gives You the Calmness of Kelechi Iheanacho in front of Goal, you are blessed among Nigerians. #Recession cannot scare You #ZAMNGA"
2016-09-21 12:56:32+00:00,obyezeks,"This FG was handed a LEMON package by the former but it worsened that heritage by a mix of DELAYS, UNCERTAINTY &amp; WRONG POLICIES. #Recession"
2016-09-12 19:17:47+00:00,Chonsyy,Who else is worried that d 2 men heading our national legislature are proferring prayers as the most veritable panacea to this #Recession?
2016-09-12 11:34:45+00:00,AmirPaivar,Parliament's research wing says #Iran GDP growth of year to Mar '16 was -0.4% and not the 1% reported by Statistics Centre. #recession
2016-09-10 16:47:19+00:00,steve_hanke,Statistics show that post-#Brexit #recession probably won't happen. #Economic forecasters in #UK let political views sway predictions @OMFIF
2016-09-08 18:09:57+00:00,2dmaxo,"Your N150, 000 salary of January 2015 is technically N50, 000 today. 

#Recession"
2016-09-04 10:02:34+00:00,ChannelsBeam,What could be responsible for Nigeria's economic nosedive? Join us at 2PM as we discuss this via a G Plus Hangout today. #Nigeria #Recession
